"id","breath_id","R","C","time_step","u_in","u_out"
1,0,5,20,0.0,0.0,0
2,0,5,20,0.031903743743896484,7.515045561854481,0
3,0,5,20,0.0638272762298584,14.651675400350403,0
4,0,5,20,0.09575104713439941,21.230610005535247,0
5,0,5,20,0.12764358520507812,26.320956080731168,0
6,0,5,20,0.15955710411071777,30.4869376224264,0
7,0,5,20,0.19147133827209473,33.54594970480257,0
8,0,5,20,0.22340178489685059,35.71759951772172,0
9,0,5,20,0.2553365230560303,36.971061352882685,0
10,0,5,20,0.2872300148010254,37.54221887002067,0
11,0,5,20,0.3191354274749756,37.434197811967856,0
12,0,5,20,0.35106801986694336,37.13714330503445,0
13,0,5,20,0.38300228118896484,35.93764273664493,0
14,0,5,20,0.41487812995910645,34.71241751212945,0
15,0,5,20,0.446796178817749,33.13238251073426,0
16,0,5,20,0.47869086265563965,31.092449839601645,0
17,0,5,20,0.5105881690979004,28.771113316042698,0
18,0,5,20,0.542468786239624,26.2163733626131,0
19,0,5,20,0.5743803977966309,23.537972411254117,0
20,0,5,20,0.6063156127929688,20.54842244972549,0
21,0,5,20,0.638232946395874,17.365722557141112,0
22,0,5,20,0.6701450347900391,14.268439921336412,0
23,0,5,20,0.7020869255065918,11.125960801867079,0
24,0,5,20,0.7339997291564941,8.0720154938733,0
25,0,5,20,0.7658793926239014,5.075116097174271,0
26,0,5,20,0.7977643013000488,2.3532719570639715,0
27,0,5,20,0.8296446800231934,0.0,0
28,0,5,20,0.8615584373474121,0.0,0
29,0,5,20,0.8933613300323486,0.0,0
30,0,5,20,0.9252829551696777,0.0,0
31,0,5,20,0.9571890830993652,0.0,0
32,0,5,20,0.989088773727417,0.0,1
33,0,5,20,1.0210213661193848,0.0,1
34,0,5,20,1.0528347492218018,0.0,1
35,0,5,20,1.0846130847930908,0.0,1
36,0,5,20,1.1165428161621094,0.0,1
37,0,5,20,1.1484615802764893,0.0,1
38,0,5,20,1.1803507804870605,0.0,1
39,0,5,20,1.212284803390503,0.0,1
40,0,5,20,1.2442045211791992,0.0,1
41,0,5,20,1.276118516921997,0.0,1
42,0,5,20,1.308018445968628,0.0,1
43,0,5,20,1.3398232460021973,0.0,1
44,0,5,20,1.3716444969177246,0.0,1
45,0,5,20,1.4034547805786133,0.0,1
46,0,5,20,1.4352905750274658,0.0,1
47,0,5,20,1.4671659469604492,0.0,1
48,0,5,20,1.4990577697753906,0.6157054092174813,1
49,0,5,20,1.5309338569641113,1.2616351563351857,1
50,0,5,20,1.5628478527069092,1.8130054367053554,1
51,0,5,20,1.594771146774292,2.283180596378585,1
52,0,5,20,1.62668776512146,2.68391382524876,1
53,0,5,20,1.6586132049560547,3.025625640263727,1
54,0,5,20,1.690575122833252,3.317228765256054,1
55,0,5,20,1.7224719524383545,3.5652970405642637,1
56,0,5,20,1.7544121742248535,3.777061313276531,1
57,0,5,20,1.7863340377807617,3.957473176679306,1
58,0,5,20,1.8182635307312012,4.1113040012300175,1
59,0,5,20,1.8501758575439453,4.24237117848546,1
60,0,5,20,1.8820538520812988,4.353997346316546,1
61,0,5,20,1.9139368534088135,4.4491907254682275,1
62,0,5,20,1.9458203315734863,4.530357759614448,1
63,0,5,20,1.977738618850708,4.5996337401441325,1
64,0,5,20,2.0096490383148193,4.658677533337219,1
65,0,5,20,2.041599750518799,4.709072492954168,1
66,0,5,20,2.0735085010528564,4.751974796805551,1
67,0,5,20,2.1053237915039062,4.788451578714718,1
68,0,5,20,2.137160539627075,4.819583119852332,1
69,0,5,20,2.168952703475952,4.8460990282992364,1
70,0,5,20,2.200735569000244,4.868711784205513,1
71,0,5,20,2.2325539588928223,4.888021926748825,1
72,0,5,20,2.264484405517578,4.904545390198694,1
73,0,5,20,2.2963685989379883,4.918611834345448,1
74,0,5,20,2.328279972076416,4.930614840008779,1
75,0,5,20,2.3602077960968018,4.940852525583567,1
76,0,5,20,2.392146110534668,4.949582299219743,1
77,0,5,20,2.42406964302063,4.957020439866576,1
78,0,5,20,2.456002712249756,4.963362976109866,1
79,0,5,20,2.4879205226898193,4.968767155213883,1
80,0,5,20,2.519843816757202,4.973374915752132,1
81,8,5,50,0.0,16.140384143751337,0
82,8,5,50,0.03394627571105957,11.429617034448963,0
83,8,5,50,0.06798267364501953,13.755544185899938,0
84,8,5,50,0.10199594497680664,9.30606622289356,0
85,8,5,50,0.13589119911193848,12.743168836057592,0
86,8,5,50,0.16995477676391602,7.150991133862046,0
87,8,5,50,0.20399761199951172,11.984328625191875,0
88,8,5,50,0.238037109375,5.535033937573131,0
89,8,5,50,0.27213168144226074,10.638372228556388,0
90,8,5,50,0.30611157417297363,4.178513057375269,0
91,8,5,50,0.34009480476379395,9.83696303429522,0
92,8,5,50,0.3740386962890625,2.805291158285796,0
93,8,5,50,0.40826940536499023,8.737674838706072,0
94,8,5,50,0.4421730041503906,2.2641209638962057,0
95,8,5,50,0.476123571395874,8.192264696481473,0
96,8,5,50,0.5101258754730225,1.4323748295288177,0
97,8,5,50,0.5441782474517822,7.6383440070063156,0
98,8,5,50,0.5781674385070801,0.027579260698864405,0
99,8,5,50,0.6121649742126465,6.226726008473339,0
100,8,5,50,0.6463308334350586,1.4350603547261116,0
101,8,5,50,0.6803064346313477,5.0978629807910965,0
102,8,5,50,0.7143492698669434,1.1487729376504927,0
103,8,5,50,0.7482500076293945,5.093092000259974,0
104,8,5,50,0.7822508811950684,0.5792168522200537,0
105,8,5,50,0.816246509552002,4.521324413236691,0
106,8,5,50,0.8502230644226074,0.28792056138464306,0
107,8,5,50,0.884329080581665,3.946785933052639,0
108,8,5,50,0.918285608291626,0.0,0
109,8,5,50,0.9524021148681641,3.652357959672765,0
110,8,5,50,0.986138105392456,0.0,1
111,8,5,50,1.020207405090332,0.0,1
112,8,5,50,1.054365634918213,0.0,1
113,8,5,50,1.0885741710662842,0.0,1
114,8,5,50,1.122588872909546,0.0,1
115,8,5,50,1.1566972732543945,0.0,1
116,8,5,50,1.1908483505249023,0.0,1
117,8,5,50,1.224914789199829,0.0,1
118,8,5,50,1.2591593265533447,0.0,1
119,8,5,50,1.2933573722839355,0.0,1
120,8,5,50,1.3273520469665527,0.0,1
121,8,5,50,1.3615031242370605,0.0,1
122,8,5,50,1.3954007625579834,0.0,1
123,8,5,50,1.4294891357421875,0.0,1
124,8,5,50,1.4633946418762207,0.0,1
125,8,5,50,1.4976379871368408,0.6680369807594166,1
126,8,5,50,1.5319650173187256,1.351246357237128,1
127,8,5,50,1.566236972808838,1.9258579195787007,1
128,8,5,50,1.6002750396728516,2.4069480792767974,1
129,8,5,50,1.6342389583587646,2.8119386218337854,1
130,8,5,50,1.6683552265167236,3.1550824363332666,1
131,8,5,50,1.702378273010254,3.4436873100985155,1
132,8,5,50,1.7364003658294678,3.6871387719467297,1
133,8,5,50,1.7703113555908203,3.8918921178082284,1
134,8,5,50,1.8043103218078613,4.065123534517366,1
135,8,5,50,1.8381640911102295,4.210700730216549,1
136,8,5,50,1.8721578121185303,4.3340750699611235,1
137,8,5,50,1.9062318801879883,4.438390591172972,1
138,8,5,50,1.9401941299438477,4.526100460427841,1
139,8,5,50,1.9741830825805664,4.600165546889421,1
140,8,5,50,2.0082998275756836,4.662870587752529,1
141,8,5,50,2.042269706726074,4.7155329375248805,1
142,8,5,50,2.0762505531311035,4.759982162987663,1
143,8,5,50,2.110356330871582,4.797612464349479,1
144,8,5,50,2.144465208053589,4.829345683950958,1
145,8,5,50,2.1784775257110596,4.856033824652327,1
146,8,5,50,2.2125139236450195,4.878562905387107,1
147,8,5,50,2.2466888427734375,4.897637360924369,1
148,8,5,50,2.2807154655456543,4.913651737793566,1
149,8,5,50,2.314608335494995,4.927111977168993,1
150,8,5,50,2.3488497734069824,4.938581128577647,1
151,8,5,50,2.3831350803375244,4.948256925068983,1
152,8,5,50,2.417484998703003,4.956422497755816,1
153,8,5,50,2.4516448974609375,4.963264576048336,1
154,8,5,50,2.48564076423645,4.969006974790194,1
155,8,5,50,2.5196802616119385,4.9738574383932885,1
156,8,5,50,2.553778648376465,4.977955287764109,1
157,8,5,50,2.5877881050109863,4.981402531262701,1
158,8,5,50,2.6217637062072754,4.984308055742013,1
159,8,5,50,2.655959367752075,4.986774203955148,1
160,8,5,50,2.689998149871826,4.988844024677087,1
161,11,50,10,0.0,33.717608179015684,0
162,11,50,10,0.03507399559020996,26.595397100137703,0
163,11,50,10,0.06935405731201172,20.281570415617242,0
164,11,50,10,0.10355591773986816,13.548649252017553,0
165,11,50,10,0.13866448402404785,6.483971329561409,0
166,11,50,10,0.17288899421691895,1.1126237091273996,0
167,11,50,10,0.20697617530822754,1.5512071103269498,0
168,11,50,10,0.24197840690612793,2.146879903402254,0
169,11,50,10,0.2760286331176758,2.689405124803656,0
170,11,50,10,0.3101387023925781,3.1667473251816065,0
171,11,50,10,0.34533095359802246,3.5667531926140073,0
172,11,50,10,0.379469633102417,3.8625845840737965,0
173,11,50,10,0.4135928153991699,4.134899326242921,0
174,11,50,10,0.44873690605163574,4.369241335263363,0
175,11,50,10,0.4830758571624756,4.493141373878402,0
176,11,50,10,0.5174891948699951,4.545934924567983,0
177,11,50,10,0.5526421070098877,4.527050956150525,0
178,11,50,10,0.5867009162902832,4.500954718423501,0
179,11,50,10,0.6209230422973633,4.539462591672091,0
180,11,50,10,0.6561284065246582,4.576471045072285,0
181,11,50,10,0.6901795864105225,4.601018947003893,0
182,11,50,10,0.7242007255554199,4.610546370191448,0
183,11,50,10,0.7592830657958984,4.592070934230879,0
184,11,50,10,0.7936666011810303,4.557034942414374,0
185,11,50,10,0.8277876377105713,4.506523200019933,0
186,11,50,10,0.8628332614898682,4.4396216776854995,0
187,11,50,10,0.897202730178833,4.378230863674312,0
188,11,50,10,0.9315118789672852,4.244140608121542,0
189,11,50,10,0.9662735462188721,4.007434991172028,0
190,11,50,10,1.0003347396850586,0.0,1
191,11,50,10,1.0343718528747559,0.0,1
192,11,50,10,1.0694901943206787,0.0,1
193,11,50,10,1.1033802032470703,0.0,1
194,11,50,10,1.1377227306365967,0.0,1
195,11,50,10,1.1727092266082764,0.0,1
196,11,50,10,1.2066588401794434,0.0,1
197,11,50,10,1.2407746315002441,0.0,1
198,11,50,10,1.2757182121276855,0.0,1
199,11,50,10,1.3099913597106934,0.0,1
200,11,50,10,1.3438935279846191,0.0,1
201,11,50,10,1.37900972366333,0.0,1
202,11,50,10,1.4130735397338867,0.0,1
203,11,50,10,1.4473283290863037,0.0,1
204,11,50,10,1.4820468425750732,0.0,1
205,11,50,10,1.5159907341003418,0.43946776317956904,1
206,11,50,10,1.5500380992889404,1.1533505011170553,1
207,11,50,10,1.5850815773010254,1.7716049690052038,1
208,11,50,10,1.6190946102142334,2.2764941801326595,1
209,11,50,10,1.6533215045928955,2.7048791895329627,1
210,11,50,10,1.6882350444793701,3.0725116479134353,1
211,11,50,10,1.722313642501831,3.3744848298742083,1
212,11,50,10,1.756202220916748,3.6278458170486596,1
213,11,50,10,1.7912862300872803,3.848619271831541,1
214,11,50,10,1.8253860473632812,4.029105270411953,1
215,11,50,10,1.859738826751709,4.182333827652666,1
216,11,50,10,1.8946187496185303,4.313192165157902,1
217,11,50,10,1.92885160446167,4.421238623346634,1
218,11,50,10,1.9632084369659424,4.512589784583962,1
219,11,50,10,1.9981207847595215,4.590660714522357,1
220,11,50,10,2.032421588897705,4.655173862644614,1
221,11,50,10,2.0664846897125244,4.709174091305813,1
222,11,50,10,2.1014211177825928,4.755786535854642,1
